palavra,fonetica-divisao_silabica
abs·tra·ci·o·nis·mo ,abʃ.tɾa.sjõ.nˈiʒ.mʊ 
abs·tra·ci·o·nis·ta ,abʃ.tɾa.sjõ.nˈiʃ.tɐ 
abs·tra·ci·o·nis·ta ,abʃ.tɾa.sjõ.nˈiʃ.tɐ 
abs·tra·ci·o·nis·ta ,abʃ.tɾa.sjõ.nˈiʃ.tɐ 
abs·tra·ir ,abʃ.tɾa.ˈiɾ 
abs·tra·ta ,abʃ.tɾˈa.tɐ 
abs·tra·ta·men·te ,abʃ.tɾa.tã.mˈẽ.tʃɪ 
abs·tra·ti·zan·te ,abʃ.tɾa.tʃi.zˈɐ̃.tʃɪ 
abs·tra·ti·zar ,abʃ.tɾa.tʃi.zˈaɾ 
abs·tra·to ,abʃ.tɾˈa.tʊ 
abs·tru·sa·men·te ,abʃ.tɾu.zã.mˈẽ.tʃɪ
abs·tru·so ,abʃ.tɾˈu.zʊ 
ab·sur·da·men·te ,a.bə.sʊɦ.dã.mˈẽ.tʃɪ 
ab·sur·dez ,ab.sʊɦ.dˈeʃ 
ab·sur·di·da·de ,a.bə.sʊɦ.dʒi.dˈa.dʒɪ 
ab·sur·dis·mo ,a.bə.sʊɦ.dʒˈiʒ.mʊ 
ab·sur·do ,a.bə.sˈuɦ.dʊ 
ab·sur·do ,a.bə.sˈuɦ.dʊ 
a·bu  ,a.bˈu 
a·bu·li·a ,a.bu.lˈi.ɐ 
a·bú·li·ca ,a.bˈu.li.kɐ 
a·bu·li·ca·men·te  ,a.bu.li.kã.mˈẽ.tʃɪ 
a·bú·li·co ,a.bˈu.li.kʊ 
a·bú·li·co ,a.bˈu.li.kʊ 
a·bun·dân·ci·a ,a.bũ.dˈɐ̃.sjɐ 
a·bun·dan·te ,a.bũ.dˈɐ̃.tʃɪ 
a·bun·dan·te·men·te ,a.bũ.dɐ̃.tẽ.mˈẽ.tʃɪ 
a·bun·dar ,a.bũ.dˈaɾ 
a·bu·nhar ,a.bũ.ɲˈaɾ 
a·bur·gue·sa·do ,a.bʊɦ.ge.zˈa.dʊ 
a·bur·gue·sa·men·to ,a.bʊɦ.ge.zã.mˈẽ.tʊ
a·bur·gue·sar ,a.bʊɦ.ge.zˈaɾ 
a·bur·rar ,a.bu.ɦˈaɾ 
a·bu·ru  ,a.bu.ɾˈu 
a·bu·sa·da·men·te ,a.bu.za.dã.mˈẽ.tʃɪ 
a·bu·sa·do ,a.bu.zˈa.dʊ 
a·bu·sa·dor ,a.bu.za.dˈoɾ 
a·bu·sa·dor ,a.bu.za.dˈoɾ 
a·bu·sa·do·ra ,a.bu.za.dˈo.ɾɐ 
a·bu·sar ,a.bu.zˈaɾ 
a·bu·si·va·men·te ,a.bu.zi.vã.mˈẽ.tʃɪ 
a·bu·si·vo ,a.bu.zˈi.vʊ 
a·bu·so ,a.bˈu.zʊ 
a·bu·ta ,a.bˈu.tɐ 
a·bu·tre ,a.bˈu.tɾɪ 
a·ca ,ˈa.kɐ 
a·ca·ba·ça·do ,a.ka.ba.sˈa.dʊ 
a·ca·ba·çar ,a.ka.ba.sˈaɾ 
a·ca·ba·da·men·te  ,a.ka.ba.dã.mˈẽ.tʃɪ 
a·ca·ba·do ,a.ka.bˈa.dʊ 
a·ca·ba·do ,a.ka.bˈa.dʊ
a·ca·ba·men·to ,a.ka.bã.mˈẽ.tʊ 
a·ca·ba·na·do ,a.ka.bã.nˈa.dʊ 
a·ca·ba·nar ,a.ka.bã.nˈaɾ 
a·ca·bar ,a.ka.bˈaɾ 
a·ca·bru·nha·da·men·te ,a.ka.bɾũ.ɲa.dã.mˈẽ.tʃɪ 
a·ca·bru·nha·do ,a.ka.bɾũ.ɲˈa.dʊ 
a·ca·bru·nha·men·to ,a.ka.bɾũ.ɲã.mˈẽ.tʊ 
a·ca·bru·nhan·te ,a.ka.bɾũ.ɲˈɐ̃.tʃɪ 
a·ca·bru·nhar ,a.ka.bɾũ.ɲˈaɾ 
a·cá·ci·a ,a.kˈa.sjɐ 
a·ca·ci·a·na·men·te  ,a.ka.si.ã.nã.mˈẽ.tʃɪ 
a·ca·ci·a·no ,a.ka.si.ˈɐ̃.nʊ 
a·ca·ci·a·no ,a.ka.si.ˈɐ̃.nʊ 
a·ca·dé·mi·a ,a.ka.dˈɛ̃.mjɐ 
a·ca·dê·mi·a ,a.ka.dˈẽ.mjɐ 
a·ca·de·mi·a ,a.ka.dẽ.mˈi.ɐ 
a·ca·de·mi·ar ,a.ka.dẽ.mi.ˈaɾ 
a·ca·dé·mi·ca ,a.ka.dˈɛ̃.mi.kɐ 
a·ca·dê·mi·ca ,a.ka.dˈẽ.mi.kɐ 
a·ca·de·mi·ca·men·te ,a.ka.dɛ̃.mi.kã.mˈẽ.tʃɪ
a·ca·de·mi·cis·mo ,a.ka.dẽ.mi.sˈiʒ.mʊ 
a·ca·dé·mi·co ,a.ka.dˈɛ̃.mi.kʊ 
a·ca·dé·mi·co ,a.ka.dˈɛ̃.mi.kʊ 
a·ca·dê·mi·co ,a.ka.dˈẽ.mi.kʊ 
a·ca·de·mis·mo ,a.ka.dẽ.mˈiʒ.mʊ 
a·ca·de·mi·za·do ,a.ka.dẽ.mi.zˈa.dʊ 
a·ca·de·mi·zan·te ,a.ka.dẽ.mi.zˈɐ̃.tʃɪ 
a·ca·de·mi·zar ,a.ka.dẽ.mi.zˈaɾ 
a·ça·fa·te ,a.sa.fˈa.tʃɪ 
a·ça·frão ,a.sa.fɾˈɐ̃w 
a·ça·fro·a·do ,a.sa.fɾo.ˈa.dʊ 
a·ça·fro·ar ,a.sa.fɾo.ˈaɾ 
a·çai·ma·do ,a.sãj.mˈa.dʊ 
a·çai·mar ,a.sãj.mˈaɾ 
a·çai·me ,a.sˈãj.mɪ 
a·çai·mo ,a.sˈãj.mʊ 
a·ca·ju ,a.ka.ʒˈu 
a·ca·ju ,a.ka.ʒˈu 
a·ca·lan·tar ,a.ka.lɐ̃.tˈaɾ
a·ca·lan·to ,a.ka.lˈɐ̃.tʊ 
a·ca·len·ta·do ,a.ka.lẽ.tˈa.dʊ 
a·ca·len·tar ,a.ka.lẽ.tˈaɾ 
a·ca·len·to ,a.ka.lˈẽ.tʊ 
a·cal·ma·ção ,a.kaw.ma.sˈɐ̃w 
a·cal·ma·do ,a.kaw.mˈa.dʊ 
a·cal·mar ,a.kaw.mˈaɾ 
a·cal·mi·a ,a.kaw.mˈi.ɐ 
a·ca·lo·ra·da·men·te ,a.ka.lo.ɾa.dã.mˈẽ.tʃɪ 
a·ca·lo·ra·do ,a.ka.lo.ɾˈa.dʊ 
a·ca·lo·rar ,a.ka.lo.ɾˈaɾ 
a·ca·ma·da ,a.kã.mˈa.dɐ 
a·ca·ma·do ,a.kã.mˈa.dʊ 
a·ca·ma·do ,a.kã.mˈa.dʊ 
a·ca·mar ,a.kã.mˈaɾ 
a·ca·ma·ra·dar ,a.kã.ma.ɾa.dˈaɾ 
a·çam·bar·ca·dor ,a.sɐ̃.bah.ka.dˈoɾ 
a·çam·bar·ca·dor ,a.sɐ̃.bah.ka.dˈoɾ 
a·çam·bar·ca·do·ra·men·te ,a.sɐ̃.bah.ka.do.ɾã.mˈẽ.tʃɪ 
a·çam·bar·ca·men·to ,a.sɐ̃.bah.kã.mˈẽ.tʊ
a·çam·bar·car ,a.sɐ̃.bah.kˈaɾ 
a·cam·pa·do ,a.kɐ̃.pˈa.dʊ 
a·cam·pa·men·to ,a.kɐ̃.pã.mˈẽ.tʊ 
a·cam·par ,a.kɐ̃.pˈaɾ 
a·ca·nha·da·men·te ,a.kã.ɲa.dã.mˈẽ.tʃɪ 
a·ca·nha·do ,a.kã.ɲˈa.dʊ 
a·ca·nha·men·to ,a.kã.ɲã.mˈẽ.tʊ 
a·ca·nhar ,a.kã.ɲˈaɾ 
a·can·to ,a.kˈɐ̃.tʊ 
a·can·to·na·do ,a.kɐ̃.tõ.nˈa.dʊ 
a·can·to·na·men·to ,a.kɐ̃.tõ.nã.mˈẽ.tʊ 
a·can·to·nar ,a.kɐ̃.tõ.nˈaɾ 
a·ça·par ,a.sa.pˈaɾ 
a·ca·pa·rar ,a.ka.pa.ɾˈaɾ 
a·ca·ra·jé ,a.ka.ɾa.ʒˈɛ 
a·ca·re·a·ção ,a.ka.ɾe.a.sˈɐ̃w 
a·ca·re·a·do ,a.ka.ɾi.ˈa.dʊ 
a·ca·re·ar ,a.ka.ɾi.ˈaɾ 
a·ca·ri ,a.ka.ɾˈi
a·ca·ri·ci·a·dor ,a.ka.ɾi.si.a.dˈoɾ 
a·ca·ri·ci·a·dor ,a.ka.ɾi.si.a.dˈoɾ 
a·ca·ri·ci·a·do·ra ,a.ka.ɾi.si.a.dˈo.ɾɐ 
a·ca·ri·ci·an·te ,a.ka.ɾi.si.ˈɐ̃.tʃɪ 
a·ca·ri·ci·ar ,a.ka.ɾi.si.ˈaɾ 
a·ca·ri·nha·do ,a.ka.ɾĩ.ɲˈa.dʊ 
a·ca·ri·nhar ,a.ka.ɾĩ.ɲˈaɾ 
á·ca·ro ,ˈa.ka.ɾʊ 
a·car·re·tar ,a.ka.ɦe.tˈaɾ 
a·car·tar ,a.kah.tˈaɾ 
a·ca·sa·la·do ,a.ka.za.lˈa.dʊ 
a·ca·sa·la·men·to ,a.ka.za.lã.mˈẽ.tʊ 
a·ca·sa·lar ,a.ka.za.lˈaɾ 
a·ca·so ,a.kˈa.zʊ 
a·ca·so ,a.kˈa.zʊ 
a·cas·ta·nha·do ,a.kaʃ.tã.ɲˈa.dʊ 
a·cas·ta·nha·do ,a.kaʃ.tã.ɲˈa.dʊ 
a·cas·ta·nhar ,a.kaʃ.tã.ɲˈaɾ 
a·cas·te·la·da·men·te  ,a.kaʃ.te.la.dã.mˈẽ.tʃɪ 
a·cas·te·la·do ,a.kaʃ.te.lˈa.dʊ
a·cas·te·lar ,a.kaʃ.te.lˈaɾ 
a·ca·ta·do ,a.ka.tˈa.dʊ 
a·ca·ta·men·to ,a.ka.tã.mˈẽ.tʊ 
a·ca·tar ,a.ka.tˈaɾ 
a·ca·to ,a.kˈa.tʊ 
a·cau·te·la·da·men·te ,a.kaw.te.la.dã.mˈẽ.tʃɪ 
a·cau·te·la·do ,a.kaw.te.lˈa.dʊ 
a·cau·te·la·men·to ,a.kaw.te.lã.mˈẽ.tʊ 
a·cau·te·lar ,a.kaw.te.lˈaɾ 
a·ce·ção ,a.se.sˈɐ̃w 
a·ce·der ,a.se.dˈeɾ 
a·cé·di·a ,a.sˈɛ.dʒjɐ 
a·ce·fa·li·a ,a.se.fa.lˈi.ɐ 
a·cé·fa·lo ,a.sˈɛ.fa.lʊ 
a·cé·fa·lo ,a.sˈɛ.fa.lʊ 
a·cei·rar ,a.sej.ɾˈaɾ 
a·cei·ro ,a.sˈej.ɾʊ 
a·cei·ro ,a.sˈej.ɾʊ 
a·cei·ta·bi·li·da·de ,a.sej.ta.bi.li.dˈa.dʒɪ 
a·cei·ta·ção ,a.sej.ta.sˈɐ̃w
a·cei·tan·te ,a.sej.tˈɐ̃.tʃɪ 
a·cei·tan·te ,a.sej.tˈɐ̃.tʃɪ 
a·cei·tan·te ,a.sej.tˈɐ̃.tʃɪ 
a·cei·tar ,a.sej.tˈaɾ 
a·cei·tá·vel ,a.sej.tˈa.vew 
a·cei·ta·vel·men·te ,a.sej.ta.vew.mˈẽ.tʃɪ 
a·cei·te ,a.sˈej.tʃɪ 
a·cei·te ,a.sˈej.tʃɪ 
a·cei·to ,a.sˈej.tʊ 
a·ce·le·ra·ção ,a.se.le.ɾa.sˈɐ̃w 
a·ce·le·ra·da·men·te ,a.se.le.ɾa.dã.mˈẽ.tʃɪ 
a·ce·le·ra·de·la ,a.se.le.ɾa.dˈɛ.lɐ 
a·ce·le·ra·do ,a.se.le.ɾˈa.dʊ 
a·ce·le·ra·do ,a.se.le.ɾˈa.dʊ 
a·ce·le·ra·dor ,a.se.le.ɾa.dˈoɾ 
a·ce·le·ra·dor ,a.se.le.ɾa.dˈoɾ 
a·ce·le·ra·do·ra ,a.se.le.ɾa.dˈo.ɾɐ 
a·ce·le·ra·men·to ,a.se.le.ɾã.mˈẽ.tʊ 
a·ce·le·ran·do ,a.se.le.ɾˈɐ̃.dʊ
a·ce·le·rar ,a.se.le.ɾˈaɾ 
a·ce·le·rô·me·tro ,a.se.le.ɾˈõ.me.tɾʊ 
a·ce·le·ró·me·tro ,a.se.le.ɾˈɔ̃.me.tɾʊ 
a·cel·ga ,a.sˈɛw.gɐ 
a·ce·nar ,a.sẽ.nˈaɾ 
a·cen·da·lha ,a.sẽ.dˈa.ʎɐ 
a·cen·de·dor ,a.sẽ.de.dˈoɾ 
a·cen·de·dor ,a.sẽ.de.dˈoɾ 
a·cen·der ,a.sẽ.dˈeɾ 
a·cen·di·men·to ,a.sẽ.dʒĩ.mˈẽ.tʊ 
a·ce·no ,a.sˈẽ.nʊ 
a·cen·to ,a.sˈẽ.tʊ 
a·cen·tu·a·ção ,a.sẽ.tu.a.sˈɐ̃w 
a·cen·tu·a·da·men·te ,a.sẽ.tu.a.dã.mˈẽ.tʃɪ 
a·cen·tu·a·do ,a.sẽ.tu.ˈa.dʊ 
a·cen·tu·ar ,a.sẽ.tu.ˈaɾ 
a·ce·pi·par ,a.se.pi.pˈaɾ 
a·ce·pi·pe ,a.se.pˈi.pɪ 
á·cer ,ˈa.seɾ 
a·ce·ra·da·men·te ,a.se.ɾa.dã.mˈẽ.tʃɪ
a·ce·ra·do ,a.se.ɾˈa.dʊ 
a·ce·rar ,a.se.ɾˈaɾ 
a·cer·ba·men·te  ,a.seɦ.bã.mˈẽ.tʃɪ 
a·cer·bar ,a.seɦ.bˈaɾ 
a·cer·bo ,a.sˈeɦ.bʊ 
a·cer·ca ,a.sˈeh.kɐ 
a·cer·car ,a.seh.kˈaɾ 
a·ce·re·ja·do ,a.se.ɾe.ʒˈa.dʊ 
a·ce·re·jar ,a.se.ɾe.ʒˈaɾ 
a·cer·ri·ma·men·te ,a.se.ɦĩ.mã.mˈẽ.tʃɪ 
a·cér·ri·mo ,a.sˈe.ɦĩ.mʊ 
a·cer·ta·da·men·te ,a.seh.ta.dã.mˈẽ.tʃɪ 
a·cer·ta·do ,a.seh.tˈa.dʊ 
a·cer·tar ,a.seh.tˈaɾ 
a·cer·to ,a.sˈeh.tʊ 
a·cer·var ,a.seɦ.vˈaɾ 
a·cer·vo ,a.sˈeɦ.vʊ 
a·ce·sa·men·te ,a.se.zã.mˈẽ.tʃɪ 
a·ce·so ,a.sˈe.zʊ 
a·ces·si·bi·li·da·de ,a.se.si.bi.li.dˈa.dʒɪ
a·ces·sí·vel ,a.se.sˈi.vew 
a·ces·si·vel·men·te  ,a.se.si.vew.mˈẽ.tʃɪ 
a·ces·so ,a.sˈɛ.sʊ 
a·ces·so·ri·a·men·te ,a.se.sɔ.ɾi.ã.mˈẽ.tʃɪ 
a·ces·só·ri·o ,a.se.sˈɔ.ɾjʊ 
a·ces·só·ri·o ,a.se.sˈɔ.ɾjʊ 
a·ce·ta·to ,a.se.tˈa.tʊ 
a·cé·ti·co ,a.sˈɛ.tʃi.kʊ 
a·ce·til·co·li·na ,a.se.tʃiw.ko.lˈĩ.nɐ 
a·ce·ti·le·no ,a.se.tʃi.lˈẽ.nʊ 
a·ce·ti·na·do ,a.se.tʃĩ.nˈa.dʊ 
a·ce·ti·nar ,a.se.tʃĩ.nˈaɾ 
a·ce·to·na ,a.se.tˈõ.nɐ 
a·ce·to·so ,a.se.tˈo.zʊ 
a·cha ,ˈa.ʃɐ 
a·cha·ca·do ,a.ʃa.kˈa.dʊ 
a·cha·car ,a.ʃa.kˈaɾ 
a·cha·da ,a.ʃˈa.dɐ 
a·cha·do ,a.ʃˈa.dʊ 
a·cha·do ,a.ʃˈa.dʊ
a·cha·dor ,a.ʃa.dˈoɾ 
a·cha·dor ,a.ʃa.dˈoɾ 
a·cha·men·to ,a.ʃã.mˈẽ.tʊ 
a·cha·que ,a.ʃˈa.kɪ 
a·char ,a.ʃˈaɾ 
a·char ,a.ʃˈaɾ 
a·cha·ta·da·men·te ,a.ʃa.ta.dã.mˈẽ.tʃɪ 
a·cha·ta·do ,a.ʃa.tˈa.dʊ 
a·cha·ta·men·to ,a.ʃa.tã.mˈẽ.tʊ 
a·cha·tar ,a.ʃa.tˈaɾ 
a·che ,ˈa.ʃɪ 
a·che·ga ,a.ʃˈe.gɐ 
a·che·gar ,a.ʃe.gˈaɾ 
a·chi·gã ,a.ʃi.gˈɐ̃ 
a·chin·ca·lha·men·to ,a.ʃĩ.ka.ʎã.mˈẽ.tʊ 
a·chin·ca·lhan·te ,a.ʃĩ.ka.ʎˈɐ̃.tʃɪ 
a·chin·ca·lhar ,a.ʃĩ.ka.ʎˈaɾ 
a·chin·ca·lhe ,a.ʃĩ.kˈa.ʎɪ 
a·chi·ne·sa·do ,a.ʃĩ.ne.zˈa.dʊ 
a·chi·ne·sar ,a.ʃĩ.ne.zˈaɾ
a·cho·co·la·ta·do ,a.ʃo.ko.la.tˈa.dʊ 
a·cho·co·la·tar ,a.ʃo.ko.la.tˈaɾ 
a·ci·ca·ta·do ,a.si.ka.tˈa.dʊ 
a·ci·ca·tar ,a.si.ka.tˈaɾ 
a·ci·ca·te ,a.si.kˈa.tʃɪ 
a·ci·cu·lar ,a.si.ku.lˈaɾ 
a·ci·cu·lar ,a.si.ku.lˈaɾ 
a·ci·da·men·te ,a.si.dã.mˈẽ.tʃɪ 
a·ci·dar ,a.si.dˈaɾ 
a·ci·den·ta·da ,a.si.dẽ.tˈa.dɐ 
a·ci·den·ta·da·men·te  ,a.si.dẽ.ta.dã.mˈẽ.tʃɪ 
a·ci·den·ta·do ,a.si.dẽ.tˈa.dʊ 
a·ci·den·ta·do ,a.si.dẽ.tˈa.dʊ 
a·ci·den·tal ,a.si.dẽ.tˈaw 
a·ci·den·ta·li·da·de ,a.si.dẽ.ta.li.dˈa.dʒɪ 
a·ci·den·tal·men·te ,a.si.dẽ.taw.mˈẽ.tʃɪ 
a·ci·den·tar ,a.si.dẽ.tˈaɾ 
a·ci·den·te ,a.si.dˈẽ.tʃɪ 
a·ci·dez ,a.si.dˈeʃ 
a·ci·di·fi·ca·ção ,a.si.dʒi.fi.ka.sˈɐ̃w
á·ci·do ,ˈa.si.dʊ 
á·ci·do ,ˈa.si.dʊ 
a·ci·du·la·do ,a.si.du.lˈa.dʊ 
a·ci·du·lar ,a.si.du.lˈaɾ 
a·cí·du·lo ,a.sˈi.du.lʊ 
a·ci·ma ,a.sˈĩ.mɐ 
a·cin·te ,a.sˈĩ.tʃɪ 
a·cin·te ,a.sˈĩ.tʃɪ 
a·cin·to·sa·men·te ,a.sĩ.tɔ.zã.mˈẽ.tʃɪ 
a·cin·to·so ,a.sĩ.tˈo.zʊ 
a·cin·zen·ta·do ,a.sĩ.zẽ.tˈa.dʊ 
a·cin·zen·ta·do ,a.sĩ.zẽ.tˈa.dʊ 
a·cin·zen·tar ,a.sĩ.zẽ.tˈaɾ 
a·ci·o·na·da·men·te ,a.sjõ.na.dã.mˈẽ.tʃɪ 
a·ci·o·na·men·to ,a.sjõ.nã.mˈẽ.tʊ 
a·ci·pres·te ,a.si.pɾˈɛʃ.tʃɪ 
a·cir·ra·da·men·te ,a.si.ɦa.dã.mˈẽ.tʃɪ 
a·cir·ra·do ,a.si.ɦˈa.dʊ 
a·cir·rar ,a.si.ɦˈaɾ 
a·cla·ma·ção ,a.klã.ma.sˈɐ̃w 
a·cla·mar ,a.klã.mˈaɾ 
a·cla·ra·ção ,a.kla.ɾa.sˈɐ̃w 
a·cla·ra·do ,a.kla.ɾˈa.dʊ 
a·cla·rar ,a.kla.ɾˈaɾ 
a·cli·ma·ção ,a.klĩ.ma.sˈɐ̃w 
a·cli·ma·ta·ção ,a.klĩ.ma.ta.sˈɐ̃w 
a·cli·ma·ta·do ,a.klĩ.ma.tˈa.dʊ 
a·cli·ma·tar ,a.klĩ.ma.tˈaɾ 
a·cli·ma·ti·za·ção ,a.klĩ.ma.tʃi.za.sˈɐ̃w 
a·cli·ma·ti·zar ,a.klĩ.ma.tʃi.zˈaɾ 
ac·me ,ˈa.kə̃.mɪ 
ac·ne ,ˈa.kə̃.nɪ 
a·ço ,ˈa.sʊ 
a·ço ,ˈa.sʊ
a·co·bar·da·da·men·te  ,a.ko.baɦ.da.dã.mˈẽ.tʃɪ 
a·co·bar·da·do ,a.ko.baɦ.dˈa.dʊ 
a·co·bar·dar ,a.ko.baɦ.dˈaɾ 
a·co·ber·ta·do ,a.ko.beh.tˈa.dʊ 
a·co·ber·tar ,a.ko.beh.tˈaɾ 
a·co·bre·a·do ,a.ko.bɾi.ˈa.dʊ 
a·co·bre·a·do ,a.ko.bɾi.ˈa.dʊ 
a·co·bre·ar ,a.ko.bɾi.ˈaɾ 
a·co·co·ra·do ,a.ko.ko.ɾˈa.dʊ 
a·co·co·rar ,a.ko.ko.ɾˈaɾ 
a·çoi·ta·do ,a.soj.tˈa.dʊ 
a·coi·ta·do ,a.koj.tˈa.dʊ 
a·çoi·ta·men·to ,a.soj.tã.mˈẽ.tʊ 
a·coi·tar ,a.koj.tˈaɾ 
a·çoi·tar ,a.soj.tˈaɾ 
a·çoi·te ,a.sˈoj.tʃɪ 
a·co·lá ,a.ko.lˈa 
a·col·cho·a·do ,a.kow.ʃo.ˈa.dʊ 
a·col·cho·a·do ,a.kow.ʃo.ˈa.dʊ 
a·col·cho·a·men·to ,a.kow.ʃo.ã.mˈẽ.tʊ
a·col·cho·ar ,a.kow.ʃo.ˈaɾ 
a·co·lhe·dor ,a.ko.ʎe.dˈoɾ 
a·co·lhe·dor ,a.ko.ʎe.dˈoɾ 
a·co·lhe·do·ra·men·te ,a.ko.ʎe.do.ɾã.mˈẽ.tʃɪ 
a·co·lher ,a.ko.ʎˈeɾ 
a·co·lhe·rar ,a.ko.ʎe.ɾˈaɾ 
a·co·lhi·da ,a.ko.ʎˈi.dɐ 
a·co·lhi·men·to ,a.ko.ʎĩ.mˈẽ.tʊ 
a·co·li·ta·do ,a.ko.li.tˈa.dʊ 
a·co·li·ta·do ,a.ko.li.tˈa.dʊ 
a·co·li·tar ,a.ko.li.tˈaɾ 
a·có·li·to ,a.kˈɔ.li.tʊ 
a·co·me·ter ,a.kõ.me.tˈeɾ 
a·co·me·ti·da ,a.kõ.me.tʃˈi.dɐ 
a·co·mo·da·ção ,a.kõ.mo.da.sˈɐ̃w 
a·co·mo·da·da·men·te  ,a.kõ.mo.da.dã.mˈẽ.tʃɪ 
a·co·mo·da·do ,a.kõ.mo.dˈa.dʊ 
a·co·mo·da·men·to ,a.kõ.mo.dã.mˈẽ.tʊ 
a·co·mo·dar ,a.kõ.mo.dˈaɾ 
a·co·mo·da·ti·ci·a·men·te ,a.kõ.mo.da.tʃi.si.ã.mˈẽ.tʃɪ
a·co·mo·da·tí·ci·o ,a.kõ.mo.da.tʃˈi.sjʊ 
a·com·pa·nha·do ,a.kõ.pã.ɲˈa.dʊ 
a·com·pa·nha·dor ,a.kõ.pã.ɲa.dˈoɾ 
a·com·pa·nha·dor ,a.kõ.pã.ɲa.dˈoɾ 
a·com·pa·nha·do·ra ,a.kõ.pã.ɲa.dˈo.ɾɐ 
a·com·pa·nha·men·to ,a.kõ.pã.ɲã.mˈẽ.tʊ 
a·com·pa·nhan·te ,a.kõ.pã.ɲˈɐ̃.tʃɪ 
a·com·pa·nhan·te ,a.kõ.pã.ɲˈɐ̃.tʃɪ 
a·com·pa·nhan·te ,a.kõ.pã.ɲˈɐ̃.tʃɪ 
a·com·pa·nhar ,a.kõ.pã.ɲˈaɾ 
a·con·che·ga·do ,a.kõ.ʃe.gˈa.dʊ 
a·con·che·gan·te ,a.kõ.ʃe.gˈɐ̃.tʃɪ 
a·con·che·gar ,a.kõ.ʃe.gˈaɾ 
a·con·che·go ,a.kõ.ʃˈe.gʊ 
a·con·di·ci·o·na·do ,a.kõ.dʒi.sjõ.nˈa.dʊ 
a·con·di·ci·o·na·men·to ,a.kõ.dʒi.sjõ.nã.mˈẽ.tʊ 
a·con·di·ci·o·nar ,a.kõ.dʒi.sjõ.nˈaɾ 
a·con·dro·pla·si·a ,a.kõ.dɾo.pla.zˈi.ɐ 
a·con·se·lha·do ,a.kõ.se.ʎˈa.dʊ 
a·con·se·lha·men·to ,a.kõ.se.ʎã.mˈẽ.tʊ
a·con·se·lhar ,a.kõ.se.ʎˈaɾ 
a·con·se·lhá·vel ,a.kõ.se.ʎˈa.vew 
a·con·te·cer ,a.kõ.te.sˈeɾ 
a·con·te·ci·do ,a.kõ.te.sˈi.dʊ 
a·con·te·ci·do ,a.kõ.te.sˈi.dʊ 
a·con·te·ci·men·to ,a.kõ.te.sĩ.mˈẽ.tʊ 
a·co·pla·do ,a.ko.plˈa.dʊ 
a·co·pla·gem ,a.ko.plˈa.ʒẽj 
a·co·pla·men·to ,a.ko.plã.mˈẽ.tʊ 
a·co·plar ,a.ko.plˈaɾ 
a·çor ,a.sˈoɾ 
a·ço·rar ,a.so.ɾˈaɾ 
a·çor·da ,a.sˈoɦ.dɐ 
a·cor·da·da·men·te  ,a.koɦ.da.dã.mˈẽ.tʃɪ 
a·cor·da·do ,a.koɦ.dˈa.dʊ 
a·cór·dão ,a.kˈɔɦ.dɐ̃w 
a·cor·dar ,a.koɦ.dˈaɾ 
a·cor·de ,a.kˈɔɦ.dʒɪ 
a·cor·de ,a.kˈɔɦ.dʒɪ 
a·cor·de·ão ,a.koɦ.de.ˈɐ̃w
a·cor·de·men·te  ,a.kɔɦ.dẽ.mˈẽ.tʃɪ 
a·cor·de·om ,a.koɦ.dˈe.õ 
a·cor·de·o·nis·ta ,a.koɦ.dʒjõ.nˈiʃ.tɐ 
a·cor·de·o·nis·ta ,a.koɦ.dʒjõ.nˈiʃ.tɐ 
a·cor·do ,a.kˈoɦ.dʊ 
a·ço·ren·se ,a.so.ɾˈẽ.sɪ 
a·co·res ,a.kˈo.ɾɪʃ 
a·ço·ri·a·no ,a.so.ɾi.ˈɐ̃.nʊ 
a·ço·ri·a·no ,a.so.ɾi.ˈɐ̃.nʊ 
a·cor·ren·ta·do ,a.ko.ɦẽ.tˈa.dʊ 
a·cor·ren·tar ,a.ko.ɦẽ.tˈaɾ 
a·cor·rer ,a.ko.ɦˈeɾ 
a·cos·sa·do ,a.ko.sˈa.dʊ 
a·cos·sar ,a.ko.sˈaɾ 
a·cos·ta·do ,a.koʃ.tˈa.dʊ 
a·cos·ta·do ,a.koʃ.tˈa.dʊ 
a·cos·ta·gem ,a.koʃ.tˈa.ʒẽj 
a·cos·tar ,a.koʃ.tˈaɾ 
a·cos·tá·vel ,a.koʃ.tˈa.vew
a·cos·tu·ma·da·men·te  ,a.koʃ.tũ.ma.dã.mˈẽ.tʃɪ 
a·cos·tu·ma·do ,a.koʃ.tũ.mˈa.dʊ 
a·cos·tu·mar ,a.koʃ.tũ.mˈaɾ 
a·ço·te·ar ,a.so.tʃi.ˈaɾ 
a·ço·tei·a ,a.so.tˈej.ɐ 
a·co·to·ve·la·do ,a.ko.to.ve.lˈa.dʊ 
a·co·to·ve·la·men·to ,a.ko.to.ve.lã.mˈẽ.tʊ 
a·co·to·ve·lar ,a.ko.to.ve.lˈaɾ 
a·çou·gue ,a.sˈo.gɪ 
a·çou·guei·ro ,a.so.gˈej.ɾʊ 
a·cre ,ˈa.kɾɪ 
a·cre ,ˈa.kɾɪ 
a·cre·ção ,a.kɾe.sˈɐ̃w 
a·cre·di·ta·ção ,a.kɾe.dʒi.ta.sˈɐ̃w 
a·cre·di·ta·do ,a.kɾe.dʒi.tˈa.dʊ 
a·cre·di·tar ,a.kɾe.dʒi.tˈaɾ 
